rank	word	korean	tier
3937	llevará	가져갈 것이다	Top3001-5000
3938	mark	마크	Top3001-5000
3939	max	맥스	Top3001-5000
3940	merecen	받을 만하다 (3인칭 복수)	Top3001-5000
3941	montevideo	몬테비데오 (우루과이 수도)	Top3001-5000
3942	moscú	모스크바	Top3001-5000
3943	murieron	그들이 죽었다	Top3001-5000
3944	málaga	말라가 (스페인 지명)	Top3001-5000
3945	nacionalidad	국적	Top3001-5000
3946	palma	야자수, 손바닥	Top3001-5000
3947	pendejo	멍청이, 바보 (속어)	Top3001-5000
3948	poema	시	Top3001-5000
3949	pri	PRI (멕시코 정당)	Top3001-5000
3951	protestas	시위, 항의	Top3001-5000
3952	pudieran	할 수 있었을 (접속법)	Top3001-5000
3953	queja	불평, 항의	Top3001-5000
3954	quinta	다섯 번째 (여성형), 별장	Top3001-5000
3955	quiénes	누구들	Top3001-5000
3956	referencias	참고, 참조 (복수)	Top3001-5000
3957	reproducción	재생, 번식	Top3001-5000
3958	sabiendo	알고 있는	Top3001-5000
3959	sanidad	보건, 위생	Top3001-5000
3960	simples	단순한 (복수)	Top3001-5000
3961	sindicato	노동조합	Top3001-5000
3962	soberanía	주권	Top3001-5000
3963	sufre	고통받다 (3인칭)	Top3001-5000
3964	taxi	택시	Top3001-5000
3965	terroristas	테러리스트들	Top3001-5000
3966	testimonio	증언	Top3001-5000
3967	tom	톰	Top3001-5000
3968	tomaron	그들이 잡았다, 마셨다	Top3001-5000
3969	transparencia	투명성	Top3001-5000
3970	uniforme	제복, 균일한	Top3001-5000
3971	venezolana	베네수엘라의 (여성형)	Top3001-5000
3972	verdaderos	진정한, 진짜의 (복수)	Top3001-5000
3973	via	길, 경로, ~을 경유하여	Top3001-5000
3974	abiertas	열린 (여성 복수)	Top3001-5000
3975	adolescentes	청소년 (복수)	Top3001-5000
3976	aldea	마을	Top3001-5000
3977	amante	애인, 연인	Top3001-5000
3978	android	안드로이드	Top3001-5000
3979	aprendido	배운	Top3001-5000
3980	asistir	참석하다, 돕다	Top3001-5000
3981	asociaciones	협회, 연관 (복수)	Top3001-5000
3982	autónoma	자치의, 자율의 (여성형)	Top3001-5000
3983	bebe	마시다	Top3001-5000
3984	beber	마시다	Top3001-5000
3985	black	블랙	Top3001-5000
3986	cambiando	바꾸고 있는	Top3001-5000
3987	cansado	피곤한	Top3001-5000
3988	chiste	농담, 유머	Top3001-5000
3989	circulación	순환, 유통, 교통	Top3001-5000
3990	cometido	저지른, 범한	Top3001-5000
3991	comienzos	초반, 시작 (복수)	Top3001-5000
3992	componentes	구성 요소, 부품	Top3001-5000
3993	conducir	운전하다, 이끌다	Top3001-5000
3994	consta	구성되다, 명시되어 있다	Top3001-5000
3995	crece	자라다, 성장하다 (3인칭)	Top3001-5000
3996	criminales	범죄자들, 범죄적인	Top3001-5000
3997	crímenes	범죄들	Top3001-5000
3998	darles	그들에게 주다	Top3001-5000
3999	deberán	해야 할 것이다 (3인칭 복수)	Top3001-5000
4000	desaparecer	사라지다	Top3001-5000
4001	descarga	다운로드, 방전, 하역	Top3001-5000
4002	dibujos	그림, 만화	Top3001-5000
4003	empezamos	우리는 시작하다	Top3001-5000
4004	específicamente	구체적으로, 특히	Top3001-5000
4005	facilitar	용이하게 하다, 제공하다	Top3001-5000
4006	famosos	유명한, 유명인들	Top3001-5000
4008	firmar	서명하다	Top3001-5000
4009	fumar	담배 피우다	Top3001-5000
4010	futbol	축구	Top3001-5000
4012	hayas	네가 ~했기를	Top3001-5000
4013	henry	헨리	Top3001-5000
4014	herido	다친, 부상당한	Top3001-5000
4015	ideología	이데올로기, 이념	Top3001-5000
4016	ignacio	이그나시오 (인명)	Top3001-5000
4017	imaginación	상상력, 상상	Top3001-5000
4018	inflación	인플레이션, 물가상승	Top3001-5000
4019	integrantes	구성원, 멤버	Top3001-5000
4021	mantienen	유지하다 (3인칭 복수)	Top3001-5000
4022	mató	죽였다	Top3001-5000
4023	misterio	미스터리, 수수께끼	Top3001-5000
4024	nariz	코	Top3001-5000
4025	nicaragua	니카라과	Top3001-5000
4026	occidente	서양, 서방	Top3001-5000
4027	onu	UN (유엔)	Top3001-5000
4028	oscuridad	어둠	Top3001-5000
4029	paisaje	풍경, 경치	Top3001-5000
4030	participa	참가하다 (3인칭)	Top3001-5000
4032	pensó	그는 생각했다	Top3001-5000
4033	poblaciones	인구, 마을 (복수)	Top3001-5000
4035	preciosa	예쁜, 소중한	Top3001-5000
4037	redacción	작문, 편집부	Top3001-5000
4039	repetir	반복하다	Top3001-5000
4040	salas	방, 홀 (복수)	Top3001-5000
4041	seguirá	계속할 것이다, 따라갈 것이다	Top3001-5000
4042	sensible	예민한, 민감한	Top3001-5000
4044	sobrevivir	살아남다, 생존하다	Top3001-5000
4045	suiza	스위스	Top3001-5000
4046	tristeza	슬픔	Top3001-5000
4047	ventanas	창문들	Top3001-5000
4048	accidentes	사고 (복수)	Top3001-5000
4049	administrativa	행정의 (여성형)	Top3001-5000
4050	ahorro	저축, 절약	Top3001-5000
4051	alquiler	임대, 월세	Top3001-5000
4053	antiguas	오래된, 고대의 (여성 복수)	Top3001-5000
4054	apariencia	외모, 겉모습	Top3001-5000
4055	ayudan	돕다 (3인칭 복수)	Top3001-5000
4056	banca	은행업, 벤치	Top3001-5000
4057	bellas	아름다운 (여성 복수)	Top3001-5000
4058	cadenas	사슬, 체인, 방송망	Top3001-5000
4059	caos	혼돈, 카오스	Top3001-5000
4060	censo	인구조사, 센서스	Top3001-5000
4062	colectiva	집단의, 공동의 (여성형)	Top3001-5000
4063	compuesto	구성된, 화합물	Top3001-5000
4064	contactos	연락처, 접촉	Top3001-5000
4065	contando	세고 있는, 말하고 있는	Top3001-5000
4066	convertir	바꾸다, 전환하다	Top3001-5000
4067	crean	창조하다 (3인칭 복수)	Top3001-5000
4068	criterios	기준 (복수)	Top3001-5000
4069	crónica	만성의, 연대기	Top3001-5000
4070	culturas	문화 (복수)	Top3001-5000
4071	delegación	대표단, 위임	Top3001-5000
4072	despacho	사무실	Top3001-5000
4073	despertar	깨우다, 일어나다	Top3001-5000
4074	despierta	깨어나다, 깨어있는	Top3001-5000
4075	docente	교사, 교수	Top3001-5000
4076	documentación	문서, 서류	Top3001-5000
4077	eje	축, 중심	Top3001-5000
4078	estrategias	전략 (복수)	Top3001-5000
4079	finanzas	재정, 금융	Top3001-5000
4080	fortaleza	요새, 힘	Top3001-5000
4081	ganancias	이익, 수익	Top3001-5000
4083	integral	통합의, 전체의	Top3001-5000
4084	intenciones	의도, 의향	Top3001-5000
4085	invertir	투자하다, 뒤집다	Top3001-5000
4086	inútil	쓸모없다, 무용하다	Top3001-5000
4087	kilos	킬로그램	Top3001-5000
4088	lección	수업, 교훈	Top3001-5000
4089	legado	유산, 전통	Top3001-5000
4090	levanta	일으킨다, 든다	Top3001-5000
4091	llamaba	부르고 있었다	Top3001-5000
4092	lluvias	비 (복수)	Top3001-5000
4093	luchando	싸우고 있는	Top3001-5000
4094	mariano	마리아노 (인명)	Top3001-5000
4095	masas	대중, 덩어리 (복수)	Top3001-5000
4096	muerta	죽은	Top3001-5000
4097	muertes	죽음, 사망	Top3001-5000
4098	panorama	전경, 파노라마	Top3001-5000
4099	park	공원	Top3001-5000
4101	pedazo	조각, 부분	Top3001-5000
4102	permanecer	머무르다	Top3001-5000
4103	presidentes	대통령 (복수)	Top3001-5000
4104	prevención	예방	Top3001-5000
4105	profundamente	깊이, 깊게	Top3001-5000
4106	quedaba	남아있었다	Top3001-5000
4107	querida	사랑하는, 여보	Top3001-5000
4108	rama	나뭇가지, 분야	Top3001-5000
4109	raúl	라울 (인명)	Top3001-5000
4110	revistas	잡지 (복수)	Top3001-5000
4111	revolucionario	혁명적인, 혁명가	Top3001-5000
4112	roto	부서진, 깨진	Top3001-5000
4113	ruedas	바퀴	Top3001-5000
4114	seamos	우리가 되자	Top3001-5000
4115	segun	~에 따르면	Top3001-5000
4116	seguía	계속하다, 따르다	Top3001-5000
4117	serlo	그것이 되다	Top3001-5000
4118	signo	기호, 징조	Top3001-5000
4119	sois	너희는 이다	Top3001-5000
4120	sufrimiento	고통, 괴로움	Top3001-5000
4121	ta	있다 (구어, está의 축약)	Top3001-5000
4122	termino	끝낸다, 용어	Top3001-5000
4123	thomas	토마스	Top3001-5000
4124	todavia	아직, 여전히	Top3001-5000
4127	ultimo	마지막의, 최근의	Top3001-5000
4128	unico	유일한, 독특한	Top3001-5000
4129	vaso	컵, 유리잔	Top3001-5000
4130	veracruz	베라크루스 (멕시코 지명)	Top3001-5000
4131	visitantes	방문객 (복수)	Top3001-5000
4132	william	윌리엄	Top3001-5000
4133	abiertos	열린	Top3001-5000
4134	acabado	끝난, 완성된	Top3001-5000
4135	administrativo	행정의	Top3001-5000
4136	amenazas	위협 (복수)	Top3001-5000
4137	articulo	기사, 조항	Top3001-5000
4138	ayudó	도왔다	Top3001-5000
4139	bloque	블록, 진영	Top3001-5000
4140	bosques	숲 (복수)	Top3001-5000
4141	campamento	캠프, 야영지	Top3001-5000
4142	clínica	진료소	Top3001-5000
4143	condenado	유죄 선고받은, 저주받은	Top3001-5000
4144	conferencias	강연, 회의 (복수)	Top3001-5000
4145	convenio	협정, 합의	Top3001-5000
4146	creada	창설된, 만들어진 (여성형)	Top3001-5000
4147	cristal	유리, 수정	Top3001-5000
4148	cristiana	기독교의 (여성형)	Top3001-5000
4149	decimos	우리는 말한다	Top3001-5000
4150	dedicada	헌신된, ~에 전념하는 (여성형)	Top3001-5000
4151	defiende	방어하다, 옹호하다	Top3001-5000
4152	definir	정의하다	Top3001-5000
4153	desarrolla	개발하다, 전개하다 (3인칭)	Top3001-5000
4154	dirigir	지휘하다, 향하다	Top3001-5000
4155	dispone	가지고 있다, 배치하다	Top3001-5000
4156	dulces	사탕, 달콤한	Top3001-5000
4157	ejercicios	운동, 연습 (복수)	Top3001-5000
4158	elaboración	제작, 작성	Top3001-5000
4159	eras	너는 ~였다	Top3001-5000
4160	estable	안정적인	Top3001-5000
4161	estreno	개봉, 초연	Top3001-5000
4162	exceso	과잉, 초과	Top3001-5000
4163	extranjera	외국의 (여성형)	Top3001-5000
4164	financieros	금융의, 재정의	Top3001-5000
4165	giro	회전, 전환	Top3001-5000
4166	gratuita	무료의 (여성형)	Top3001-5000
4168	institucional	기관의, 제도적인	Top3001-5000
4169	juzgado	법원, 재판받은	Top3001-5000
4170	largos	긴 (복수)	Top3001-5000
4171	liderazgo	리더십, 지도력	Top3001-5000
4173	llenar	채우다	Top3001-5000
4174	longitud	길이, 경도	Top3001-5000
4175	lorenzo	로렌소 (인명)	Top3001-5000
4176	min	분 (시간 단위)	Top3001-5000
4177	mover	움직이다	Top3001-5000
4178	mr	미스터	Top3001-5000
4179	muchacho	소년, 청년	Top3001-5000
4180	naranja	오렌지, 주황색	Top3001-5000
4181	negociaciones	협상 (복수)	Top3001-5000
4182	olvides	너는 잊다	Top3001-5000
4183	otoño	가을	Top3001-5000
4184	pagado	지불한	Top3001-5000
4185	permita	허용하다 (접속법)	Top3001-5000
4186	placa	판, 배지, 번호판	Top3001-5000
4187	podremos	할 수 있을 것이다	Top3001-5000
4188	pongan	놓다	Top3001-5000
4189	recepción	접수처, 리셉션	Top3001-5000
4190	recoger	줍다, 수거하다	Top3001-5000
4191	refugio	피난처, 은신처	Top3001-5000
4192	regalos	선물들	Top3001-5000
4193	representar	대표하다, 나타내다	Top3001-5000
4194	represión	억압, 탄압	Top3001-5000
4195	ruiz	루이스 (성씨)	Top3001-5000
4196	sacerdote	사제, 신부	Top3001-5000
4197	sebastián	세바스티안 (인명)	Top3001-5000
4198	seco	마른, 건조한	Top3001-5000
4199	secretaria	비서	Top3001-5000
4200	sufrió	고통받았다, 겪었다	Top3001-5000
4201	supo	그는 알았다	Top3001-5000
4203	tele	텔레비전	Top3001-5000
4204	tenéis	너희는 가지고 있다	Top3001-5000
4205	territorial	영토의, 지역의	Top3001-5000
4206	toro	황소	Top3001-5000
4207	tragedia	비극	Top3001-5000
4208	venganza	복수	Top3001-5000
4209	vigente	유효한, 시행 중인	Top3001-5000
4210	volar	날다, 날리다	Top3001-5000
4211	z	Z (알파벳)	Top3001-5000
4212	ácido	산, 신맛의	Top3001-5000
4213	ó	또는	Top3001-5000
4214	ademas	게다가, ~외에	Top3001-5000
4215	afectados	영향받은 (복수)	Top3001-5000
4216	apartamento	아파트	Top3001-5000
4218	biblia	성경, 성서	Top3001-5000
4219	bombas	폭탄, 펌프	Top3001-5000
4221	calderón	칼데론 (인명)	Top3001-5000
4222	candidatura	후보 자격, 입후보	Top3001-5000
4223	característica	특징, 특성	Top3001-5000
4224	caído	떨어지다, 쓰러지다	Top3001-5000
4225	censura	검열, 비난	Top3001-5000
4226	cerrada	닫혀 있다	Top3001-5000
4227	comiendo	먹고 있는	Top3001-5000
4228	comprende	이해하다, 포함하다	Top3001-5000
4229	conquista	정복, 획득	Top3001-5000
4230	contestar	대답하다, 답하다	Top3001-5000
4232	creciendo	성장하는 (진행형)	Top3001-5000
4233	cruzar	건너다	Top3001-5000
4234	cuenca	유역, 쿠엔카 (지명)	Top3001-5000
4235	desaparición	소멸, 실종	Top3001-5000
4236	destacado	뛰어난, 돋보이는	Top3001-5000
4237	dichas	말해진, 상기의 (여성 복수)	Top3001-5000
4238	dificultad	어려움, 난이도	Top3001-5000
4239	dudo	나는 의심하다	Top3001-5000
4240	dólar	달러	Top3001-5000
4241	emisión	방송, 배출	Top3001-5000
4242	entrevistas	인터뷰 (복수)	Top3001-5000
4243	españolas	스페인의 (여성 복수)	Top3001-5000
4244	esperanzas	희망	Top3001-5000
4245	exigir	요구하다, 강요하다	Top3001-5000
4246	extremadamente	극도로	Top3001-5000
4247	favoritos	좋아하는, 즐겨찾기	Top3001-5000
4249	finalidad	목적, 의도	Top3001-5000
4250	fruto	열매, 결과, 성과	Top3001-5000
4252	guitarra	기타	Top3001-5000
4253	ignorancia	무지, 무식	Top3001-5000
4254	incidente	사건, 사고	Top3001-5000
4255	independientemente	독립적으로, ~와 상관없이	Top3001-5000
4256	informado	정보를 받은	Top3001-5000
4257	inscripción	등록, 가입, 비문	Top3001-5000
4258	inspiración	영감, 흡기	Top3001-5000
4260	justa	공정한, 정당한	Top3001-5000
4261	linea	선, 줄, 라인	Top3001-5000
4262	love	사랑 (영어)	Top3001-5000
4263	mención	언급, 거론	Top3001-5000
4264	milagro	기적	Top3001-5000
4265	nena	아가씨, 소녀	Top3001-5000
4266	normales	정상적인	Top3001-5000
4267	nosotras	우리 여자들	Top3001-5000
4268	notable	주목할 만한, 뛰어난	Top3001-5000
4269	observa	관찰하다, 지켜보다	Top3001-5000
4270	ocupar	차지하다, 점유하다	Top3001-5000
4271	océano	바다, 대양	Top3001-5000
4272	ofreció	제안했다, 제공했다	Top3001-5000
4273	parezca	보이다	Top3001-5000
4274	pasará	일어날 것이다, 지나갈 것이다	Top3001-5000
4275	pasta	파스타, 반죽	Top3001-5000
4276	poemas	시 (복수)	Top3001-5000
4277	preso	죄수, 수감자	Top3001-5000
4278	propietarios	소유주, 주인들	Top3001-5000
4279	quedé	내가 머물렀다	Top3001-5000
4280	reducido	축소된, 감소된	Top3001-5000
4281	regresa	돌아오다	Top3001-5000
4282	regulación	규제, 규정	Top3001-5000
4283	romero	로즈마리, 순례자	Top3001-5000
4284	rompe	부수다, 깨다	Top3001-5000
4285	sa	주식회사(S.A.)	Top3001-5000
4286	suspensión	중단, 정지, 서스펜션	Top3001-5000
4287	terrenos	토지, 부지	Top3001-5000
4288	terrorismo	테러리즘	Top3001-5000
4291	viejas	늙은, 오래된	Top3001-5000
4292	vital	필수의, 생명의	Top3001-5000
4293	víctor	빅토르 (이름)	Top3001-5000
4294	we	위	Top3001-5000
4296	xvi	16 (로마숫자)	Top3001-5000
4297	adolescente	청소년, 십대	Top3001-5000
4298	adquirir	획득하다, 구입하다	Top3001-5000
4299	alegre	즐거운, 기쁜	Top3001-5000
4300	altamente	매우, 고도로	Top3001-5000
4301	amar	사랑하다	Top3001-5000
4302	america	아메리카	Top3001-5000
4303	aves	새들	Top3001-5000
4304	bordo	승선, 탑승	Top3001-5000
4306	cancha	경기장, 코트	Top3001-5000
4307	catedral	대성당	Top3001-5000
4308	causar	일으키다	Top3001-5000
4309	centrales	중앙의, 중심의	Top3001-5000
4310	circuito	회로, 순환로	Top3001-5000
4311	circular	원형의, 순환하다	Top3001-5000
4312	cobre	구리, 동	Top3001-5000
4314	comprobar	확인하다, 점검하다	Top3001-5000
4315	construido	건설된, 지어진	Top3001-5000
4316	correa	끈, 벨트, 가죽끈	Top3001-5000
4317	costumbres	풍습, 관습	Top3001-5000
4318	cruel	잔인한	Top3001-5000
4319	cuadros	그림, 액자, 표	Top3001-5000
4320	cuyas	~의 (여성 복수 관계대명사)	Top3001-5000
4321	difundir	퍼뜨리다, 전파하다	Top3001-5000
4322	digitales	디지털의	Top3001-5000
4323	dinámica	역학, 동적인	Top3001-5000
4324	disciplina	규율, 학문, 훈련	Top3001-5000
4325	discriminación	차별, 식별	Top3001-5000
4326	disculpas	사과	Top3001-5000
4327	dió	주었다	Top3001-5000
4328	dosis	복용량, 투여량	Top3001-5000
4329	enamorado	사랑에 빠진	Top3001-5000
4330	enfrentar	맞서다, 직면하다	Top3001-5000
4331	envío	발송, 배송	Top3001-5000
4332	escándalo	스캔들, 추문	Top3001-5000
4333	esencia	본질, 에센스	Top3001-5000
4334	estaremos	우리는 있을 것이다	Top3001-5000
4335	expectativas	기대, 예상	Top3001-5000
4336	facilidad	쉬움, 편의	Top3001-5000
4337	felicitaciones	축하합니다	Top3001-5000
4338	fifa	피파 (FIFA)	Top3001-5000
4339	gesto	몸짓, 제스처, 표정	Top3001-5000
4340	grabar	녹음하다, 새기다	Top3001-5000
4341	habéis	너희들은 ~해왔다	Top3001-5000
4342	hagamos	우리 하자	Top3001-5000
4343	humilde	겸손한, 소박한	Top3001-5000
4344	impulso	충동, 추진력	Top3001-5000
4345	informar	알리다, 보고하다	Top3001-5000
4346	instancia	심급, 요청, 사례	Top3001-5000
4347	izquierdo	왼쪽의	Top3001-5000
4348	jaime	하이메 (이름)	Top3001-5000
4349	joda	농담, 성가신 일	Top3001-5000
4350	lentamente	천천히	Top3001-5000
4351	limitado	제한된, 한정된	Top3001-5000
4352	llave	열쇠, 키	Top3001-5000
4353	llegará	도착할 것이다	Top3001-5000
4355	multa	벌금, 과태료	Top3001-5000
4356	negras	검은 (여성 복수)	Top3001-5000
4357	niega	부정하다	Top3001-5000
4358	noble	고귀한, 귀족	Top3001-5000
4359	nombrado	임명된, 지명된	Top3001-5000
4360	obtenido	얻어진, 획득된	Top3001-5000
4361	participaron	참가했다 (3인칭 복수)	Top3001-5000
4362	participó	참가했다 (3인칭 단수)	Top3001-5000
4364	peces	물고기	Top3001-5000
4365	pelear	싸우다	Top3001-5000
4366	percepción	인식, 지각	Top3001-5000
4367	pertenecen	속한다, ~의 것이다	Top3001-5000
4368	plantea	제기하다, 제안하다	Top3001-5000
4369	policial	경찰의	Top3001-5000
4370	prisioneros	죄수들, 포로들	Top3001-5000
4371	privacidad	프라이버시, 사생활	Top3001-5000
4372	productor	생산자, 제작자	Top3001-5000
4373	promesas	약속들	Top3001-5000
4374	rabia	분노, 격노, 광견병	Top3001-5000
4375	rayos	빛, 번개, 제기랄	Top3001-5000
4376	realizadas	실행된, 수행된 (여성 복수)	Top3001-5000
4377	restaurantes	레스토랑들	Top3001-5000
4378	rodrigo	로드리고 (이름)	Top3001-5000
4379	santander	산탄데르 (지명)	Top3001-5000
4380	semillas	씨앗, 종자	Top3001-5000
4381	sentimos	우리는 느낀다, 유감이다	Top3001-5000
4382	soporte	지원, 받침대	Top3001-5000
4383	sostiene	지탱하다, 주장하다	Top3001-5000
4384	tomás	토마스 (이름)	Top3001-5000
4386	tradiciones	전통들	Top3001-5000
4387	utilizada	사용된 (여성)	Top3001-5000
4388	vimos	우리는 보았다	Top3001-5000
4389	actuaciones	공연, 행동, 조치	Top3001-5000
4390	aliados	동맹국, 연합군	Top3001-5000
4391	all	올	Top3001-5000
4392	apple	애플	Top3001-5000
4393	apuesta	내기	Top3001-5000
4394	avanzar	전진하다, 진척되다	Top3001-5000
4395	ayudas	도움, 지원	Top3001-5000
4396	añade	추가하다, 덧붙이다	Top3001-5000
4397	barcos	배, 선박	Top3001-5000
4398	big	빅	Top3001-5000
4399	ca	캘리포니아, 대략	Top3001-5000
4400	captura	체포, 캡처	Top3001-5000
4401	carnaval	카니발, 축제	Top3001-5000
4402	carreteras	도로, 고속도로	Top3001-5000
4403	cd	CD, 시디	Top3001-5000
4404	chilena	칠레의 (여성)	Top3001-5000
4405	comprensión	이해, 이해력	Top3001-5000
4406	convención	협약, 대회	Top3001-5000
4407	convocatoria	소집, 공고	Top3001-5000
4408	creador	창조자, 제작자	Top3001-5000
4409	dedica	헌신하다, 바치다	Top3001-5000
4410	descubrimiento	발견	Top3001-5000
4411	discos	디스크들, 음반들	Top3001-5000
4412	diseñado	디자인된, 설계된	Top3001-5000
4413	disfruta	즐기다	Top3001-5000
4414	eco	메아리, 에코	Top3001-5000
4415	ediciones	판, 발행	Top3001-5000
4416	eliminación	제거, 탈락	Top3001-5000
4417	empezado	시작된	Top3001-5000
4418	encuentras	너는 찾다	Top3001-5000
4419	encuentre	찾기를, 만나기를	Top3001-5000
4420	envía	보낸다	Top3001-5000
4421	escuche	들으세요	Top3001-5000
4422	estima	추정하다, 존경	Top3001-5000
4423	excelencia	탁월함, 우수성	Top3001-5000
4424	exámenes	시험들	Top3001-5000
4425	fabricación	제조, 생산	Top3001-5000
4426	federales	연방의, 연방 요원들	Top3001-5000
4427	financiación	자금 조달, 융자	Top3001-5000
4428	frank	프랭크	Top3001-5000
4429	ganadores	우승자들, 수상자들	Top3001-5000
4431	herida	상처, 부상	Top3001-5000
4432	impedir	막다, 방해하다	Top3001-5000
4433	importe	금액	Top3001-5000
4435	ingenieros	엔지니어들	Top3001-5000
4436	intensidad	강도, 세기	Top3001-5000
4437	juzgar	판단하다	Top3001-5000
4438	lanzar	던지다, 발사하다	Top3001-5000
4439	legislativo	입법의	Top3001-5000
4441	maldita	저주받은, 빌어먹을	Top3001-5000
4442	mancha	얼룩, 반점	Top3001-5000
4443	mauricio	마우리시오 (이름)	Top3001-5000
4445	obligaciones	의무, 책무	Top3001-5000
4446	pecado	죄	Top3001-5000
4447	penas	고통, 형벌	Top3001-5000
4448	pensiones	연금, 하숙	Top3001-5000
4449	planificación	계획, 기획	Top3001-5000
4450	podes	할 수 있다 (voseo)	Top3001-5000
4451	polémica	논란, 논쟁	Top3001-5000
4452	prevenir	예방하다, 방지하다	Top3001-5000
4453	psicología	심리학	Top3001-5000
4454	quedamos	우리가 머문다, 남는다	Top3001-5000
4455	queria	원했다	Top3001-5000
4456	refleja	반영하다, 비추다	Top3001-5000
4457	rosas	장미들	Top3001-5000
4458	rusos	러시아인들	Top3001-5000
4459	rutas	경로, 루트	Top3001-5000
4460	récord	기록, 레코드	Top3001-5000
4461	sacado	꺼낸, 뺀	Top3001-5000
4462	selva	밀림, 정글	Top3001-5000
4463	silva	실바 (성씨)	Top3001-5000
4464	socialismo	사회주의	Top3001-5000
4465	subió	올라갔다, 올렸다	Top3001-5000
4466	teléfonos	전화기들	Top3001-5000
4467	trabajaba	일하고 있었다	Top3001-5000
4468	vargas	바르가스 (성씨)	Top3001-5000
4469	vistazo	흘깃 봄, 일별	Top3001-5000
4470	visual	시각의, 비주얼	Top3001-5000
4471	vol	권, 볼륨 (약어)	Top3001-5000
4472	wow	와	Top3001-5000
4473	xxi	21 (로마숫자)	Top3001-5000
4474	admitir	인정하다	Top3001-5000
4475	agregar	추가하다, 덧붙이다	Top3001-5000
4476	ansiedad	불안, 초조	Top3001-5000
4477	asesinatos	살인	Top3001-5000
4478	asesinos	살인자들	Top3001-5000
4479	bob	밥	Top3001-5000
4480	bolsas	가방들, 봉지들	Top3001-5000
4481	camión	트럭	Top3001-5000
4482	canta	노래한다	Top3001-5000
4483	certificado	증명서, 인증된	Top3001-5000
4484	citas	약속, 데이트, 인용구	Top3001-5000
4485	claras	명확한, 밝은 (여성 복수)	Top3001-5000
4486	comentó	말했다, 논평했다	Top3001-5000
4487	considerada	고려된, 간주되는 (여성)	Top3001-5000
4488	consumidores	소비자들	Top3001-5000
4489	correos	우편, 이메일들	Top3001-5000
4490	creencias	믿음, 신념	Top3001-5000
4491	critica	비판하다, 비평	Top3001-5000
4492	criticar	비판하다, 비평하다	Top3001-5000
4494	cubano	쿠바의, 쿠바인	Top3001-5000
4495	cubierto	덮인, 가려진	Top3001-5000
4496	cubre	덮다, 가리다	Top3001-5000
4497	declara	선언하다, 진술하다	Top3001-5000
4498	declarar	선언하다, 신고하다	Top3001-5000
4499	delincuentes	범죄자들	Top3001-5000
4500	dependencia	의존, 부서	Top3001-5000
4501	depósito	예금, 보증금, 저장소	Top3001-5000
4502	desafío	도전	Top3001-5000
4503	descubrió	그는 발견했다	Top3001-5000
4504	destinado	~을 위한, 운명지어진	Top3001-5000
4505	diaria	매일의, 일간의	Top3001-5000
4507	docentes	교사들, 교수의	Top3001-5000
4509	enormes	거대한	Top3001-5000
4510	enseña	가르치다, 보여주다	Top3001-5000
4511	falsas	거짓의, 가짜의 (여성 복수)	Top3001-5000
4512	garantías	보증, 보장	Top3001-5000
4513	gravedad	중력, 심각성	Top3001-5000
4514	gustavo	구스타보 (이름)	Top3001-5000
4515	herencia	유산, 상속	Top3001-5000
4516	innovación	혁신	Top3001-5000
4517	intentado	시도한	Top3001-5000
4518	invasión	침략, 침공	Top3001-5000
4519	julia	줄리아	Top3001-5000
4520	kevin	케빈	Top3001-5000
4521	latino	라틴계의, 라틴아메리카의	Top3001-5000
4522	llenos	가득 찬 (남성 복수)	Top3001-5000
4523	magnitud	규모, 크기	Top3001-5000
4524	maldito	저주받은, 빌어먹을	Top3001-5000
4525	matando	죽이고 있는	Top3001-5000
4526	mataron	그들은 죽였다	Top3001-5000
4527	medicamentos	의약품, 약	Top3001-5000
4528	misiones	임무, 사명	Top3001-5000
4529	monumento	기념물, 기념비	Top3001-5000
4530	murcia	무르시아 (지명)	Top3001-5000
4531	negar	부정하다, 거부하다	Top3001-5000
4532	observación	관찰, 관측	Top3001-5000
4533	olímpicos	올림픽의	Top3001-5000
4534	op	작품 번호(Op.)	Top3001-5000
4535	perdieron	잃었다, 졌다 (3인칭 복수)	Top3001-5000
4536	perdí	나는 잃었다	Top3001-5000
4538	platos	접시들, 요리들	Top3001-5000
4539	plástico	플라스틱	Top3001-5000
4540	portugués	포르투갈의, 포르투갈어	Top3001-5000
4541	prepara	준비하다	Top3001-5000
4542	protocolo	프로토콜, 의전	Top3001-5000
4543	provoca	유발하다, 도발하다	Top3001-5000
4544	próximas	다음의, 가까운 (여성 복수)	Top3001-5000
4545	pérdidas	손실, 손해	Top3001-5000
4546	reporte	보고서	Top3001-5000
4547	residentes	거주자들, 주민들	Top3001-5000
4548	responsabilidades	책임들	Top3001-5000
4549	rival	라이벌, 경쟁자	Top3001-5000
4550	sello	도장, 우표, 인장	Top3001-5000
4551	semejante	비슷한, 그러한	Top3001-5000
4552	señalar	가리키다, 지적하다	Top3001-5000
4553	signos	기호, 징조	Top3001-5000
4554	solicitar	신청하다, 요청하다	Top3001-5000
4555	solucionar	해결하다	Top3001-5000
4556	suicidio	자살	Top3001-5000
4557	síntomas	증상	Top3001-5000
4558	teorías	이론들	Top3001-5000
4559	terminan	끝나다, 마치다 (3인칭 복수)	Top3001-5000
4560	trayectoria	경력, 궤적	Top3001-5000
4561	tumba	무덤	Top3001-5000
4562	usos	사용, 용도	Top3001-5000
4563	utilización	사용, 이용	Top3001-5000
