rank,word,pos,gender,ko,freq,cum_pct,region,cefr
3997,البيئية,,,환경의,,,Top4000,
3998,التقليدي,,,전통적인,,,Top4000,
3999,التوتر,,,긴장,,,Top4000,
4000,الثنائية,,,"양자의, 이원의",,,Top4000,
4001,الجيد,,,좋은,,,Top5000,
4002,الحيوان,,,동물,,,Top5000,
4003,الخليجي,,,걸프의,,,Top5000,
4004,الخمسة,,,다섯,,,Top5000,
4005,الرؤية,,,"시야, 비전",,,Top5000,
4006,الرحيم,,,자비로운 (신의 속성),,,Top5000,
4007,الزراعية,,,농업의,,,Top5000,
4008,السنوي,,,"연간의, 매년의",,,Top5000,
4009,السياسات,,,정책들,,,Top5000,
4010,الضروري,,,"필요한, 필수의",,,Top5000,
4011,العادية,,,"평범한, 일반의",,,Top5000,
4012,العظمى,,,"가장 큰, 위대한",,,Top5000,
4013,العوامل,,,요인들,,,Top5000,
4014,الغابات,,,숲들,,,Top5000,
4015,الفئة,,,"범주, 계층",,,Top5000,
4016,الكذب,,,거짓말,,,Top5000,
4017,الكلب,,,개,,,Top5000,
4018,الكويتية,,,쿠웨이트의,,,Top5000,
4019,المبادرة,,,"이니셔티브, 발의",,,Top5000,
4020,المباريات,,,경기들,,,Top5000,
4021,المحطة,,,"역, 정거장",,,Top5000,
4022,المرتبة,,,"순위, 등급",,,Top5000,
4023,الملفات,,,파일들,,,Top5000,
4024,الهجمات,,,공격들,,,Top5000,
4025,الهندي,,,인도의,,,Top5000,
4026,امر,,,"명령, 일",,,Top5000,
4027,بالأمس,,,어제,,,Top5000,
4028,بالسجن,,,"투옥으로, 징역으로",,,Top5000,
4029,بديل,,,"대안, 대체",,,Top5000,
4030,برلين,,,베를린,,,Top5000,
4031,بيضاء,,,흰색의 (여),,,Top5000,
4032,تؤكد,,,"강조하다, 확인하다",,,Top5000,
4033,تترك,,,"떠나다, 두다",,,Top5000,
4034,تحالف,,,"동맹, 연합",,,Top5000,
4035,تدعم,,,지원하다,,,Top5000,
4036,تفقد,,,"점검하다, 확인하다",,,Top5000,
4037,تقرأ,,,읽다 (2인칭/3인칭여),,,Top5000,
4038,تكشف,,,"드러내다, 밝히다",,,Top5000,
4039,توقفت,,,멈췄다,,,Top5000,
4040,ثانيا,,,둘째로,,,Top5000,
4041,جهد,,,"노력, 수고",,,Top5000,
4042,حارس,,,"경비원, 수호자",,,Top5000,
4043,حيال,,,"~에 관해, ~앞에",,,Top5000,
4044,رئيسية,,,"주요한, 중심적인",,,Top5000,
4045,رحل,,,떠났다,,,Top5000,
4046,سماع,,,"듣기, 청취",,,Top5000,
4047,سياق,,,"맥락, 문맥",,,Top5000,
4048,شهرين,,,두 달,,,Top5000,
4049,صدرت,,,"발표되었다, 발행되었다",,,Top5000,
4050,صدور,,,"발행, 가슴",,,Top5000,
4051,علاوة,,,"게다가, 수당",,,Top5000,
4052,فتحت,,,열었다,,,Top5000,
4053,فليس,,,그러므로 ~이 아니다,,,Top5000,
4054,لأسباب,,,이유들 때문에,,,Top5000,
4055,لاين,,,라인,,,Top5000,
4056,لطالما,,,"오랫동안, 늘",,,Top5000,
4057,للقوات,,,군대를 위한,,,Top5000,
4058,لمتابعة,,,"따라가기 위해, 팔로우하기 위해",,,Top5000,
4059,لمساعدة,,,돕기 위해,,,Top5000,
4060,لنفسه,,,자신을 위해,,,Top5000,
4061,محدد,,,"정해진, 특정한",,,Top5000,
4062,مديرية,,,"관리청, 부",,,Top5000,
4063,مربع,,,"정사각형, 제곱",,,Top5000,
4064,واجب,,,의무,,,Top5000,
4065,وبشكل,,,그리고 ~식으로,,,Top5000,
4066,وكأنه,,,마치 ~인 것처럼,,,Top5000,
4067,يرسل,,,보내다,,,Top5000,
4068,يعلمون,,,그들이 안다,,,Top5000,
4069,يفتح,,,그가 연다,,,Top5000,
4070,يقبل,,,"받아들이다, 수용하다",,,Top5000,
4071,يكشف,,,"드러내다, 밝히다",,,Top5000,
4072,يمكنهم,,,그들은 할 수 있다,,,Top5000,
4073,يهدف,,,목표로 하다,,,Top5000,
4074,no,,,no (영문),,,Top5000,
4075,آسف,,,미안하다,,,Top5000,
4076,أسبوعين,,,2주,,,Top5000,
4077,أصوات,,,"목소리들, 소리들",,,Top5000,
4078,أوقات,,,"시간들, 때들",,,Top5000,
4079,أوكرانيا,,,우크라이나,,,Top5000,
4080,استطعت,,,내가 할 수 있었다,,,Top5000,
4081,اطلاق,,,"발사, 출시, 전혀",,,Top5000,
4082,افتح,,,열어,,,Top5000,
4083,الأغاني,,,노래들,,,Top5000,
4084,الألوان,,,색깔들,,,Top5000,
4085,الإنساني,,,"인간의, 인도주의적",,,Top5000,
4086,التمويل,,,"자금 조달, 금융",,,Top5000,
4087,الثمن,,,"가격, 값",,,Top5000,
4088,الجسر,,,다리,,,Top5000,
4089,الحاضر,,,"현재, 참석자",,,Top5000,
4090,الحسابات,,,"계산, 계정들",,,Top5000,
4091,الحكومات,,,정부들,,,Top5000,
4092,الخبز,,,빵,,,Top5000,
4093,الخلفية,,,"배경, 뒷부분",,,Top5000,
4094,الخمس,,,다섯,,,Top5000,
4095,الذاتي,,,"자아의, 자체의",,,Top5000,
4096,الذهبي,,,"금의, 황금빛",,,Top5000,
4097,الروس,,,러시아인들,,,Top5000,
4098,السحر,,,"마법, 매력",,,Top5000,
4099,السيدات,,,"숙녀들, 여성분들",,,Top5000,
4100,الشورى,,,"협의, 자문",,,Top5000,
4101,الصديق,,,친구,,,Top5000,
4102,المحتلة,,,점령된,,,Top5000,
4103,المسؤولية,,,책임,,,Top5000,
4104,المستحيل,,,불가능한 것,,,Top5000,
4105,المصابين,,,"부상자들, 감염자들",,,Top5000,
4106,الهندسة,,,"공학, 기하학",,,Top5000,
4107,الوفاة,,,사망,,,Top5000,
4108,انخفاض,,,"하락, 감소",,,Top5000,
4109,ايه,,,"뭐, 응 (구어)",,,Top5000,
4110,بالمئة,,,퍼센트,,,Top5000,
4111,بتلك,,,저것으로 (여성),,,Top5000,
4112,بصراحة,,,솔직히,,,Top5000,
4113,بفعل,,,"행동으로, ~을 함으로써",,,Top5000,
4114,بنية,,,"구조, 의도",,,Top5000,
4115,تأكد,,,"확인하다, 확신했다",,,Top5000,
4116,تتغير,,,"바뀌다, 변화하다",,,Top5000,
4117,تسير,,,"걷다, 진행되다",,,Top5000,
4118,تشارلز,,,찰스 (이름),,,Top5000,
4119,تغطية,,,"보도, 취재, 덮기",,,Top5000,
4120,ثابت,,,"고정된, 확고한",,,Top5000,
4121,جسر,,,"다리, 교량",,,Top5000,
4122,حوله,,,그 주위에,,,Top5000,
4123,حولها,,,그녀 주위에,,,Top5000,
4124,خطير,,,위험한,,,Top5000,
4125,دفاع,,,"방어, 변호",,,Top5000,
4126,رائحة,,,"냄새, 향",,,Top5000,
4127,رجاء,,,"부탁, 제발",,,Top5000,
4128,زار,,,방문했다,,,Top5000,
4129,زاوية,,,"각도, 모퉁이",,,Top5000,
4130,زايد,,,자이드 (이름),,,Top5000,
4131,زلت,,,여전히 ~하다,,,Top5000,
4132,زيد,,,자이드 (이름),,,Top5000,
4133,صوتك,,,너의 목소리,,,Top5000,
4134,طرد,,,"추방, 소포",,,Top5000,
4135,عاجل,,,"긴급한, 속보",,,Top5000,
4136,عزل,,,"격리, 해임",,,Top5000,
4137,علمية,,,과학적인,,,Top5000,
4138,غاز,,,가스,,,Top5000,
4139,فني,,,"예술적, 기술적",,,Top5000,
4140,فيروس,,,바이러스,,,Top5000,
4141,فيليب,,,필립 (이름),,,Top5000,
4142,قضى,,,"보냈다, 끝냈다",,,Top5000,
4143,قلق,,,"걱정, 불안",,,Top5000,
4144,كاليفورنيا,,,캘리포니아,,,Top5000,
4145,كتبه,,,"그의 책들, 그가 썼다",,,Top5000,
4146,كشفت,,,"드러났다, 밝혔다",,,Top5000,
4147,كلب,,,개,,,Top5000,
4148,لرئيس,,,대통령에게,,,Top5000,
4149,للرئيس,,,대통령에게,,,Top5000,
4150,للشعب,,,국민에게,,,Top5000,
4151,مصنع,,,공장,,,Top5000,
4152,معكم,,,너희들과 함께,,,Top5000,
4153,مماثلة,,,유사한,,,Top5000,
4154,موجة,,,"파도, 물결",,,Top5000,
4155,واذا,,,그리고 만약,,,Top5000,
4156,وتكون,,,그리고 ~이 된다,,,Top5000,
4157,وجدنا,,,우리가 찾았다,,,Top5000,
4158,وحدها,,,그녀 혼자,,,Top5000,
4159,ولماذا,,,그리고 왜,,,Top5000,
4160,يدعم,,,지원하다,,,Top5000,
4161,يهمني,,,나에게 중요하다,,,Top5000,
4162,يوفر,,,"제공하다, 절약하다",,,Top5000,
4163,أحاول,,,"시도하다, 노력하다",,,Top5000,
4164,أرقام,,,숫자들,,,Top5000,
4165,أهالي,,,"주민들, 가족들",,,Top5000,
4166,إنقاذ,,,"구조, 구원",,,Top5000,
4167,إيجابية,,,"긍정성, 긍정적인",,,Top5000,
4168,استعداد,,,준비,,,Top5000,
4169,اغتيال,,,암살,,,Top5000,
4170,الأرجح,,,"가장 가능성 있는, 아마도",,,Top5000,
4171,الأرجنتين,,,아르헨티나,,,Top5000,
4172,الاحتفال,,,"축하, 기념",,,Top5000,
4173,الثوري,,,혁명의,,,Top5000,
4174,الحرمين,,,두 성지,,,Top5000,
4175,الخلايا,,,세포들,,,Top5000,
4176,الخليل,,,"헤브론, 친구",,,Top5000,
4177,الخيال,,,"상상, 환상",,,Top5000,
4178,الراحل,,,"고인, 떠난 이",,,Top5000,
4179,السفير,,,대사,,,Top5000,
4180,الشاطئ,,,해변,,,Top5000,
4181,الصبر,,,인내,,,Top5000,
4182,الصعيد,,,"수준, 상이집트",,,Top5000,
4183,العشاء,,,저녁 식사,,,Top5000,
4184,الفتح,,,"정복, 개방",,,Top5000,
4185,الفكرية,,,"사상의, 지적인",,,Top5000,
4186,الفيس,,,페이스 (페이스북),,,Top5000,
4187,القادة,,,지도자들,,,Top5000,
4188,الليبية,,,리비아의,,,Top5000,
4189,المحتوى,,,"내용, 콘텐츠",,,Top5000,
4190,المراكز,,,"센터들, 중심지들",,,Top5000,
4191,المساعدات,,,"원조, 지원",,,Top5000,
4192,المساواة,,,평등,,,Top5000,
4193,المعارك,,,전투들,,,Top5000,
4194,المعايير,,,기준들,,,Top5000,
4195,الوثائق,,,문서들,,,Top5000,
4196,باي,,,안녕(작별인사),,,Top5000,
4197,بغير,,,~없이,,,Top5000,
4198,بمساعدة,,,도움으로,,,Top5000,
4199,بمشاركة,,,참여로,,,Top5000,
4200,بوش,,,부시,,,Top5000,
4201,تايمز,,,타임즈,,,Top5000,
4202,تحرك,,,움직이다,,,Top5000,
4203,ترد,,,"답하다, 돌려주다",,,Top5000,
4204,تسليم,,,"인도, 넘겨줌",,,Top5000,
4205,تغيرت,,,변했다,,,Top5000,
4206,تفتح,,,열다 (2인칭/3인칭여),,,Top5000,
4207,تمنع,,,"막다, 금지하다",,,Top5000,
4208,تنمية,,,"개발, 발전",,,Top5000,
4209,جمهور,,,"대중, 관중",,,Top5000,
4210,حركات,,,"운동들, 움직임들",,,Top5000,
4211,حمص,,,"홈스 (도시), 병아리콩",,,Top5000,
4212,حميد,,,하미드 (이름),,,Top5000,
4213,خوف,,,두려움,,,Top5000,
4214,دفعت,,,"지불했다, 밀었다",,,Top5000,
4215,رياضة,,,"스포츠, 운동",,,Top5000,
4216,سائق,,,운전사,,,Top5000,
4217,شأنها,,,"그것의 중요성, ~할 만한",,,Top5000,
4218,شبكات,,,네트워크들,,,Top5000,
4219,شوارع,,,거리들,,,Top5000,
4220,طرابلس,,,트리폴리,,,Top5000,
4221,عمال,,,노동자들,,,Top5000,
4222,قوم,,,"민족, 사람들",,,Top5000,
4223,كجزء,,,일부로서,,,Top5000,
4224,كمال,,,"카말 (이름), 완벽",,,Top5000,
4225,لسنا,,,우리는 ~아니다,,,Top5000,
4226,لنفسك,,,너 자신을 위해,,,Top5000,
4227,لوزارة,,,부처를 위해,,,Top5000,
4228,ليلى,,,라일라 (이름),,,Top5000,
4229,محسن,,,"무흐신 (이름), 자선가",,,Top5000,
4230,محيط,,,"바다, 주변, 둘레",,,Top5000,
4231,مرسي,,,모르시 (이름),,,Top5000,
4232,مطلع,,,"초입, 소식통",,,Top5000,
4233,مغادرة,,,"떠남, 출발",,,Top5000,
4234,منتج,,,"제품, 생산자",,,Top5000,
4235,ميناء,,,항구,,,Top5000,
4236,نتحدث,,,우리는 말하다,,,Top5000,
4237,نسبيا,,,"비교적, 상대적으로",,,Top5000,
4238,هجمات,,,공격들,,,Top5000,
4239,والاجتماعية,,,그리고 사회적인,,,Top5000,
4240,وبدأ,,,그리고 시작했다,,,Top5000,
4241,وتعالى,,,지극히 높으신 (신의 속성),,,Top5000,
4242,وزيادة,,,그리고 증가,,,Top5000,
4243,ولكني,,,하지만 나는 (접속사+대명사),,,Top5000,
4244,وماذا,,,그리고 무엇,,,Top5000,
4245,يسجل,,,"기록하다, 득점하다",,,Top5000,
4246,يفترض,,,"가정되다, ~해야 한다",,,Top5000,
4247,b,,,b (문자),,,Top5000,
4248,e,,,e (문자),,,Top5000,
4249,أحدكم,,,너희 중 한 명,,,Top5000,
4250,أمراض,,,질병들,,,Top5000,
4251,أود,,,"원하다, 바라다",,,Top5000,
4252,إعلام,,,"미디어, 언론",,,Top5000,
4253,اختلاف,,,"차이, 이견",,,Top5000,
4254,اضافة,,,추가,,,Top5000,
4255,الأبواب,,,문들,,,Top5000,
4256,الأداء,,,"수행, 성과",,,Top5000,
4257,الأمام,,,앞쪽,,,Top5000,
4258,الأوضاع,,,"상황들, 상태들",,,Top5000,
4259,الأولمبية,,,올림픽,,,Top5000,
4260,الابتدائية,,,"초등의, 기초의",,,Top5000,
4261,الاتحادية,,,연방의,,,Top5000,
4262,الاخر,,,다른,,,Top5000,
4263,التجمع,,,"모임, 집회",,,Top5000,
4264,التحرك,,,이동,,,Top5000,
4265,التعرض,,,"노출, 직면",,,Top5000,
4266,الجدار,,,벽,,,Top5000,
4267,الجماعية,,,집단적인,,,Top5000,
4268,الحاج,,,"하지 (순례자), 노인",,,Top5000,
4269,الحرم,,,"성지, 금역",,,Top5000,
4270,الحكام,,,"통치자들, 심판들",,,Top5000,
4271,الحيوية,,,"활력, 생명의",,,Top5000,
4272,الخطوات,,,"단계들, 발걸음들",,,Top5000,
4273,الخيار,,,"선택, 옵션",,,Top5000,
4274,الدبلوماسية,,,외교,,,Top5000,
4275,الدخل,,,"수입, 소득",,,Top5000,
4276,الدماء,,,피,,,Top5000,
4277,الذات,,,"자아, 자기",,,Top5000,
4278,الذكور,,,남성들,,,Top5000,
4279,الرقابة,,,"감시, 검열",,,Top5000,
4280,الزيارة,,,방문,,,Top5000,
4281,الشاشة,,,"화면, 스크린",,,Top5000,
4282,الصواريخ,,,미사일들,,,Top5000,
4283,الصوتية,,,음성의,,,Top5000,
4284,الفردية,,,"개인의, 개인주의",,,Top5000,
4285,الفقراء,,,가난한 사람들,,,Top5000,
4286,القريب,,,"가까운, 친척",,,Top5000,
4287,القوية,,,강한,,,Top5000,
4288,اللذين,,,그 두 사람,,,Top5000,
4289,المحمول,,,"휴대용, 모바일",,,Top5000,
4290,المعهد,,,"연구소, 학원",,,Top5000,
4291,المنورة,,,빛나는 (메디나의 수식어),,,Top5000,
4292,النارية,,,"불의, 화염의 (여성형)",,,Top5000,
4293,الوجود,,,"존재, 현존",,,Top5000,
4294,اولا,,,먼저,,,Top5000,
4295,بقتل,,,"살해로, 죽이는 것으로",,,Top5000,
4296,بلادنا,,,우리나라,,,Top5000,
4297,بلاك,,,블랙,,,Top5000,
4298,بينه,,,"그 사이, 그의 사이",,,Top5000,
4299,تشارك,,,"참여하다, 공유하다",,,Top5000,
4300,تعبر,,,"표현하다, 건너다",,,Top5000,
4301,تغريدة,,,"트윗, 지저귐",,,Top5000,
4302,تفاعل,,,"상호작용, 반응",,,Top5000,
4303,تكلفة,,,비용,,,Top5000,
4304,تيم,,,팀 (이름),,,Top5000,
4305,جبال,,,산들,,,Top5000,
4306,جميلا,,,아름다운,,,Top5000,
4307,جنبا,,,나란히,,,Top5000,
4308,حرام,,,"금지된, 하람",,,Top5000,
4309,حوض,,,"수조, 분지, 욕조",,,Top5000,
4310,حية,,,살아있는 (여성),,,Top5000,
4311,دورات,,,"강좌들, 주기들",,,Top5000,
4312,دولي,,,국제적인,,,Top5000,
4313,رصد,,,"관찰, 모니터링",,,Top5000,
4314,رفعت,,,"들어올렸다, 라파트 (이름)",,,Top5000,
4315,ستار,,,"커튼, 장막",,,Top5000,
4316,سلوك,,,"행동, 행위",,,Top5000,
4317,طيران,,,"비행, 항공",,,Top5000,
4318,علق,,,"논평했다, 매달았다",,,Top5000,
4319,فاطمة,,,파티마 (이름),,,Top5000,
4320,قبول,,,"수락, 승인",,,Top5000,
4321,كوكب,,,행성,,,Top5000,
4322,لتحديد,,,결정하기 위해,,,Top5000,
4323,لحل,,,해결을 위해,,,Top5000,
4324,للعالم,,,"세상을 위해, 세상에",,,Top5000,
4325,للنظام,,,체제를 위해,,,Top5000,
4326,مئة,,,백(100),,,Top5000,
4327,مازالت,,,여전히 ~이다(여성),,,Top5000,
4328,مبكر,,,"이른, 일찍",,,Top5000,
4329,مخرج,,,"출구, 감독",,,Top5000,
4330,مذكرة,,,"메모, 영장",,,Top5000,
4331,مرضى,,,환자들,,,Top5000,
4332,معسكر,,,"진영, 캠프",,,Top5000,
4333,مكانا,,,장소,,,Top5000,
4334,مواقف,,,"입장들, 주차장들",,,Top5000,
4335,موظف,,,"직원, 공무원",,,Top5000,
4336,نمط,,,"양식, 패턴",,,Top5000,
4337,نيو,,,뉴 (이름),,,Top5000,
4338,وأنها,,,그리고 그녀가,,,Top5000,
4339,والتنمية,,,그리고 개발,,,Top5000,
4340,والناس,,,그리고 사람들,,,Top5000,
4341,وبدون,,,그리고 ~없이,,,Top5000,
4342,وقوع,,,발생,,,Top5000,
4343,ولكنهم,,,그러나 그들은,,,Top5000,
4344,يتوجب,,,~해야 한다,,,Top5000,
4345,يسير,,,"걷다, 진행되다",,,Top5000,
4346,يقصد,,,의도하다,,,Top5000,
4347,يهم,,,중요하다,,,Top5000,
4348,أتت,,,왔다(여성형),,,Top5000,
4349,أجريت,,,수행되었다,,,Top5000,
4350,أساسية,,,"기본적인, 핵심적인",,,Top5000,
4351,أستراليا,,,호주,,,Top5000,
4352,أصدقائي,,,나의 친구들,,,Top5000,
4353,إلقاء,,,"던지기, 발표하기",,,Top5000,
4354,استراتيجية,,,전략,,,Top5000,
4355,اضغط,,,누르세요,,,Top5000,
4356,الأسماك,,,물고기들,,,Top5000,
4357,الترتيب,,,"순서, 정렬",,,Top5000,
4358,التشغيل,,,"작동, 운영",,,Top5000,
4359,الحادي,,,열한 번째의,,,Top5000,
4360,الخيرية,,,자선의,,,Top5000,
4361,الدهون,,,지방,,,Top5000,
4362,السرير,,,침대,,,Top5000,
4363,السفن,,,선박들,,,Top5000,
4364,السنوية,,,연례의,,,Top5000,
4365,الضباط,,,장교들,,,Top5000,
4366,الطرفين,,,양측,,,Top5000,
4367,العاملة,,,"일하는, 노동의",,,Top5000,
4368,العلوي,,,"위쪽의, 상부의",,,Top5000,
4369,العملاء,,,"고객들, 요원들",,,Top5000,
4370,الفلبين,,,필리핀,,,Top5000,
4371,الكيميائية,,,화학의,,,Top5000,
4372,المتحدث,,,"대변인, 연설자",,,Top5000,
4373,المتعددة,,,"다수의, 다양한",,,Top5000,
4374,المحامي,,,변호사,,,Top5000,
4375,المستشفيات,,,병원들,,,Top5000,
4376,المقدم,,,"제공된, 중령",,,Top5000,
4377,النيران,,,"불, 화염",,,Top5000,
4378,انتظر,,,기다리다,,,Top5000,
4379,اهم,,,가장 중요한,,,Top5000,
4380,بحثا,,,"찾아서, 연구",,,Top5000,
4381,بشر,,,"인간, 사람",,,Top5000,
4382,بعين,,,"눈으로, 직접",,,Top5000,
4383,بنظام,,,체계적으로,,,Top5000,
4384,بيوت,,,집들,,,Top5000,
4385,بيوم,,,"하루로, 어느 날",,,Top5000,
4386,تتعرض,,,"노출되다, 당하다",,,Top5000,
4387,تجارب,,,"경험들, 실험들",,,Top5000,
4388,تدفق,,,"유입, 흐름",,,Top5000,
4389,تلفزيون,,,텔레비전,,,Top5000,
4390,تلقي,,,"받기, 던지기",,,Top5000,
4391,تمارس,,,"실행하다, 행사하다",,,Top5000,
4392,جسد,,,"몸, 신체",,,Top5000,
4393,جماعي,,,집단적인,,,Top5000,
4394,جملة,,,"문장, 총계",,,Top5000,
4395,حظ,,,운,,,Top5000,
4396,حوادث,,,사고들,,,Top5000,
4397,حيا,,,"살아있는, 인사했다",,,Top5000,
4398,خبراء,,,전문가들,,,Top5000,
4399,خلاله,,,그동안에,,,Top5000,
4400,دينار,,,디나르 (화폐),,,Top5000,
4401,ربه,,,그의 주님,,,Top5000,
4402,رواد,,,"선구자들, 단골들",,,Top5000,
4403,ريد,,,리드 (이름),,,Top5000,
4404,زراعة,,,"농업, 재배",,,Top5000,
4405,سعيدا,,,행복한,,,Top5000,
4406,شخصي,,,개인적인,,,Top5000,
4407,طبق,,,"접시, 요리",,,Top5000,
4408,عادية,,,"보통의, 평범한(여성형)",,,Top5000,
4409,عرضة,,,~에 노출된,,,Top5000,
4410,غادر,,,떠났다,,,Top5000,
4411,فرانك,,,프랭크,,,Top5000,
4412,فك,,,"풀기, 턱",,,Top5000,
4413,فيكتور,,,빅터(이름),,,Top5000,
4414,قرابة,,,"약, 친족",,,Top5000,
4415,كأن,,,마치 ~처럼,,,Top5000,
4416,لآخر,,,"마지막까지, 다른 것에게",,,Top5000,
4417,لتعزيز,,,강화하기 위해,,,Top5000,
4418,للعام,,,그 해를 위해,,,Top5000,
4419,ماي,,,마이 (이름),,,Top5000,
4420,مثله,,,그와 같이,,,Top5000,
4421,مفتاح,,,열쇠,,,Top5000,
4422,مليئة,,,가득 찬(여성형),,,Top5000,
4423,والأمن,,,그리고 안보,,,Top5000,
4424,والثقافة,,,그리고 문화,,,Top5000,
4425,والعالم,,,그리고 세계,,,Top5000,
4426,وبناء,,,그리고 건설,,,Top5000,
4427,وجل,,,위대하신 (신의 속성),,,Top5000,
4428,يتمتع,,,"누리다, 즐기다",,,Top5000,
4429,يحدد,,,"결정하다, 정하다",,,Top5000,
4430,يحكم,,,"통치하다, 판결하다",,,Top5000,
4431,يسوع,,,예수,,,Top5000,
4432,أحكام,,,"규정들, 판결들",,,Top5000,
4433,أراضي,,,"영토, 땅들",,,Top5000,
4434,أعطى,,,주었다,,,Top5000,
4435,أنصار,,,"지지자들, 안사르",,,Top5000,
4436,اختار,,,선택했다,,,Top5000,
4437,ادخل,,,"들어가, 들어와",,,Top5000,
4438,الاختيار,,,선택,,,Top5000,
4439,الاستمرار,,,"지속, 계속",,,Top5000,
4440,الامارات,,,"에미레이트, UAE",,,Top5000,
4441,التأكد,,,확인,,,Top5000,
4442,التقنيات,,,기술들,,,Top5000,
4443,التوقف,,,"멈춤, 정지",,,Top5000,
4444,الجنائية,,,형사의,,,Top5000,
4445,الحادثة,,,사건,,,Top5000,
4446,الخلق,,,"창조, 창조물",,,Top5000,
4447,الدراسية,,,"학업의, 학습의",,,Top5000,
4448,الدستورية,,,헌법의,,,Top5000,
4449,الدوحة,,,도하,,,Top5000,
4450,الرجاء,,,"부탁, 바람",,,Top5000,
4451,السباحة,,,수영,,,Top5000,
4452,السعوديين,,,사우디인들,,,Top5000,
4453,السلبية,,,"부정적인, 수동적인",,,Top5000,
4454,الصناعي,,,"산업의, 인공의",,,Top5000,
4455,القطع,,,"조각들, 자르기",,,Top5000,
4456,الكبد,,,간,,,Top5000,
4457,المبلغ,,,금액,,,Top5000,
4458,المدة,,,"기간, 지속 시간",,,Top5000,
4459,المسافة,,,거리,,,Top5000,
4460,المسيحيين,,,기독교인들,,,Top5000,
4461,المطلوبة,,,요구되는,,,Top5000,
4462,الميت,,,"죽은 사람, 사망자",,,Top5000,
4463,النزاع,,,"분쟁, 갈등",,,Top5000,
4464,النموذج,,,"모델, 모형",,,Top5000,
4465,الوحدات,,,"단위들, 부대들",,,Top5000,
4466,بأكملها,,,전체적으로 (여성형),,,Top5000,
4467,بأمر,,,"명령으로, ~의 일에 대해",,,Top5000,
4468,بدقة,,,"정확히, 세밀하게",,,Top5000,
4469,بزيارة,,,방문으로,,,Top5000,
4470,بمنطقة,,,지역에서,,,Top5000,
4471,بنى,,,"지었다, 세웠다",,,Top5000,
4472,تتمتع,,,누리다,,,Top5000,
4473,تفهم,,,이해하다,,,Top5000,
4474,تكلم,,,말했다,,,Top5000,
4475,تنظر,,,"보다, 바라보다",,,Top5000,
4476,تهديد,,,위협,,,Top5000,
4477,ثبت,,,"증명되었다, 확고해졌다",,,Top5000,
4478,حاله,,,그의 상태,,,Top5000,
4479,حصة,,,"몫, 수업시간",,,Top5000,
4480,حلقات,,,"에피소드들, 고리들",,,Top5000,
4481,حمام,,,"욕실, 비둘기",,,Top5000,
4482,حيوانات,,,동물들,,,Top5000,
4483,داخلية,,,"내부의, 내무부",,,Top5000,
4484,دروس,,,"수업들, 교훈들",,,Top5000,
4485,ديني,,,종교적인,,,Top5000,
4486,ديوان,,,"궁정, 시집",,,Top5000,
4487,ذاكرة,,,"기억, 메모리",,,Top5000,
4488,ردة,,,"반응, 배교",,,Top5000,
4489,ريو,,,리우,,,Top5000,
4490,زوجي,,,내 남편,,,Top5000,
4491,سألت,,,물었다,,,Top5000,
4492,سم,,,"독, 센티미터",,,Top5000,
4493,سمح,,,허락했다,,,Top5000,
4494,سمير,,,사미르 (이름),,,Top5000,
4495,شرب,,,"마셨다, 음주",,,Top5000,
4496,شهداء,,,순교자들,,,Top5000,
4497,شين,,,"신, 션 (이름)",,,Top5000,
4498,صادق,,,"진실한, 사디크 (이름)",,,Top5000,
4499,صدام,,,"충돌, 사담 (이름)",,,Top5000,
4500,ضعيف,,,약한,,,Top5000,
4501,عائشة,,,아이샤 (이름),,,Top5000,
4502,عددهم,,,그들의 수,,,Top5000,
4503,قط,,,"결코, 고양이",,,Top5000,
4504,كارلوس,,,카를로스 (이름),,,Top5000,
4505,كافي,,,충분한,,,Top5000,
4506,لعدد,,,"여러, ~의 수만큼",,,Top5000,
4507,لنظام,,,체제를 위해,,,Top5000,
4508,ماجد,,,마지드 (이름),,,Top5000,
4509,معدلات,,,비율들,,,Top5000,
4510,مغلقة,,,닫힌 (여성형),,,Top5000,
4511,موقعنا,,,"우리 사이트, 우리 위치",,,Top5000,
4512,ننتظر,,,우리가 기다리다,,,Top5000,
4513,و000,,,그리고 000,,,Top5000,
4514,واحده,,,하나 (여성형),,,Top5000,
4515,وايت,,,화이트 (이름),,,Top5000,
4516,وتحميل,,,그리고 다운로드,,,Top5000,
4517,وحين,,,그리고 ~할 때,,,Top5000,
4518,وصفت,,,묘사했다,,,Top5000,
4519,وكيل,,,"대리인, 차관",,,Top5000,
4520,ومصر,,,그리고 이집트,,,Top5000,
4521,يعنى,,,의미하다,,,Top5000,
4522,يقضي,,,"보내다, 판결하다",,,Top5000,
4523,آنذاك,,,그 당시에,,,Top5000,
4524,أسهل,,,더 쉬운,,,Top5000,
4525,أصعب,,,더 어려운,,,Top5000,
4526,أعيش,,,내가 산다,,,Top5000,
4527,أملك,,,나는 소유하다,,,Top5000,
4528,أنشطة,,,활동들,,,Top5000,
4529,أيدي,,,손들,,,Top5000,
4530,إرهابية,,,테러의,,,Top5000,
4531,إنني,,,나는 정말,,,Top5000,
4532,الآلي,,,"자동의, 기계의",,,Top5000,
4533,الأدنى,,,"최저의, 근동",,,Top5000,
4534,الأشهر,,,"가장 유명한, 달들",,,Top5000,
4535,الاتفاقية,,,협정,,,Top5000,
4536,الاستخبارات,,,정보기관,,,Top5000,
