id_suffix	course	dialogue_id	speaker	dialogue_order	target_text	ko_text	romanization	note	tags	context	extra
l4_d31_t01	4	대화22	A	1	Naik kereta executive ke Yogya.	executive 기차 Yogya.	나익 끄레따 익세꾸띠브 끄 욕야.	kereta = 기차	'{travel,train,yogya}'	인니 기차	기차 여행
l4_d31_t02	4	대화22	B	2	Berapa lama?	얼마나?	브라빠 라마?		'{travel,train,yogya}'		기차
l4_d31_t03	4	대화22	A	3	8 jam, nyaman.	8시간, 편안.	들라빤 잠, 냐만.		'{travel,train,yogya}'		기차
l4_d31_t04	4	대화22	B	4	AC + reclining seat?	AC + 등받이?	아쩨 + 리클라이닝 싯?		'{travel,train,yogya}'		기차
l4_d31_t05	4	대화22	A	5	Iya, plus snack disediakan.	응, 스낵 제공.	이야, 플러스 스낵 디스디아깐.	disediakan = 제공되다	'{travel,train,yogya}'		기차
l4_d31_t06	4	대화22	B	6	Pemandangan?	경치?	쁘만당안?		'{travel,train,yogya}'		기차
l4_d31_t07	4	대화22	A	7	Sawah hijau + gunung.	녹색 논 + 산.	사와 히자우 + 구눙.	hijau = 녹색	'{travel,train,yogya}'	자바 풍경	기차
l4_d31_t08	4	대화22	B	8	Tidur sambil nikmati view.	자면서 view.	띠두르 삼빌 닉마띠 뷰.	nikmati = 즐기다	'{travel,train,yogya}'		기차
l4_d32_t01	4	대화23	A	1	Amed Bali, dive spot terkenal.	Amed Bali, 다이빙 명소.	아메드 발리, 다이브 스폿 뜨르끄날.	dive = 영어	'{travel,bali,diving}'	발리 동부	Amed dive
l4_d32_t02	4	대화23	B	2	Aku punya certified PADI.	PADI 자격증 있어.	아꾸 뿐야 서티파이드 빠디.	PADI = 다이빙 자격증	'{travel,bali,diving}'		Amed
l4_d32_t03	4	대화23	A	3	Mantap! Dive USS Liberty wreck.	좋다! Liberty 잔해.	만땁! 다이브 유에스에스 리버티 렉.	wreck = 잔해	'{travel,bali,diving}'	Amed 유명 다이브 사이트	Amed
l4_d32_t04	4	대화23	B	4	Wreck dive! Aku nggak sabar.	wreck dive! 못 기다려.	렉 다이브! 아꾸 응각 사바르.		'{travel,bali,diving}'		Amed
l4_d32_t05	4	대화23	A	5	Visibility 20-30m, jernih.	시야 20-30m, 맑아.	비저빌리티 두아 뿔루 띠가 뿔루 메떠르, 즈르니.	jernih = 맑은	'{travel,bali,diving}'		Amed
l4_d32_t06	4	대화23	B	6	Lihat ikan apa banyak?	어떤 물고기?	리핫 이깐 아빠 바냑?	ikan = 물고기	'{travel,bali,diving}'		Amed
l4_d32_t07	4	대화23	A	7	Bumphead, napoleon, mola-mola kalau lucky.	범프헤드·나폴레옹·몰라몰라 운 좋으면.	범프헤드, 나폴레온, 몰라 몰라 깔라우 라키.	mola-mola = 개복치 (reduplication)	'{travel,bali,diving}'	발리 다이브 유명 어종	Amed
l4_d32_t08	4	대화23	B	8	Dream dive!	꿈의 다이브!	드림 다이브!		'{travel,bali,diving}'		Amed
l4_d33_t01	4	대화24	A	1	Surabaya transit ke Bromo?	Surabaya Bromo 환승?	수라바야 트란짓 끄 브로모?	transit = 영어	'{travel,surabaya,transit}'	동자바 거점	Surabaya
l4_d33_t02	4	대화24	B	2	Iya, semalam aja.	응, 1박만.	이야, 스말람 아자.		'{travel,surabaya,transit}'		Surabaya
l4_d33_t03	4	대화24	A	3	House of Sampoerna museum.	Sampoerna 박물관.	하우스 오프 삼뽀에르나 뮤지엄.		'{travel,surabaya,transit}'	담배 박물관	Surabaya
l4_d33_t04	4	대화24	B	4	Free entry?	무료?	프리 엔트리?		'{travel,surabaya,transit}'		Surabaya
l4_d33_t05	4	대화24	A	5	Iya, plus rooftop view.	응, + 옥상 뷰.	이야, 플러스 루프똡 뷰.		'{travel,surabaya,transit}'		Surabaya
l4_d33_t06	4	대화24	B	6	Kuliner Surabaya?	음식?	꿀리네르 수라바야?		'{travel,surabaya,transit}'		Surabaya
l4_d33_t07	4	대화24	A	7	Rawon, sate klopo, rujak cingur.	Rawon, sate klopo, rujak cingur.	라원, 사떼 끌로뽀, 루작 찡우르.		'{travel,surabaya,transit}'	동자바 음식	Surabaya
l4_d33_t08	4	대화24	B	8	Wah, exotic. Aku coba semua!	와! 다 먹어볼래!	와, 익소띡. 아꾸 쪼바 스무아!		'{travel,surabaya,transit}'		Surabaya
l5_d17_t01	5	대화17	A	1	Mau road bike Sentul minggu depan?	다음 주 Sentul 자전거?	마우 로드 바이크 슨뚤 밍구 드빤?	road bike = 영어	'{hobby,sport,cycling}'	Sentul 자전거 명소	Sentul 자전거
l5_d17_t02	5	대화17	B	2	Boleh! Berapa km?	좋아! 몇 km?	볼레! 브라빠 끼로?		'{hobby,sport,cycling}'		WhatsApp
l5_d17_t03	5	대화17	A	3	50K, hilly route.	50km, 언덕길.	리마 뿔루 까, 힐리 루트.	hilly = 영어	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t04	5	대화17	B	4	Wah berat. Aku siap fisik.	힘들겠다. 체력 준비.	와 브랏. 아꾸 시압 피식.	fisik = 체력	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t05	5	대화17	A	5	Helmet + sarung tangan wajib.	헬멧 + 장갑 필수.	헬멧 + 사룽 땅안 와집.	helmet = 영어	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t06	5	대화17	B	6	Aku punya. Bawa juga energy gel.	있어. 에너지 젤도.	아꾸 뿐야. 바와 주가 에너지 젤.	energy gel = 영어	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t07	5	대화17	A	7	Jam 5 pagi mulai, biar nggak panas.	아침 5시, 안 더울 때.	잠 리마 빠기 물라이, 비아르 응각 빠나스.		'{hobby,sport,cycling}'	인니 더위 회피	WhatsApp
l5_d17_t08	5	대화17	B	8	Carpool atau sepeda di mobil masing?	carpool 또는 차에?	카르풀 아따우 스뻬다 디 모빌 마싱?	carpool = 영어	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t09	5	대화17	A	9	Carpool, hemat bensin.	carpool, 기름값 절약.	카르풀, 헤맛 벤신.	hemat = 절약, bensin = 휘발유	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t10	5	대화17	B	10	Mantap. Aku setir.	좋아. 내가 운전.	만땁. 아꾸 스띠르.	setir = 운전	'{hobby,sport,cycling}'		WhatsApp
l5_d17_t11	5	대화17	A	11	Setelah ride, sarapan bubur ayam.	라이드 후 닭죽.	스뜰라 라이드, 사라빤 부부르 아얌.	bubur ayam = 닭죽	'{hobby,sport,cycling}'	인니 아침	WhatsApp
l5_d17_t12	5	대화17	B	12	Best post-ride breakfast.	최고 라이드 후 식사.	베스뜨 포스트 라이드 브렉퍼스트.		'{hobby,sport,cycling}'		WhatsApp
l5_d18_t01	5	대화18	A	1	Aku ikut volunteer di orphanage Cipayung.	Cipayung 보육원 자원봉사.	아꾸 이꿋 발룬티어 디 오르페니지 찌빠융.	volunteer = 영어, orphanage = 영어	'{hobby,volunteer,charity}'	자카르타 보육원	자봉 보육원
l5_d18_t02	5	대화18	B	2	Wah, mulia banget.	와, 훌륭.	와, 물리아 방엣.	mulia = 고귀한	'{hobby,volunteer,charity}'		카페
l5_d18_t03	5	대화18	A	3	Setiap Sabtu, bantu PR anak-anak.	매주 토, 아이들 숙제.	스띠압 삽뚜, 반뚜 페에르 아낙 아낙.	PR = pekerjaan rumah 숙제, anak-anak = reduplication	'{hobby,volunteer,charity}'		카페
l5_d18_t04	5	대화18	B	4	Aku mau ikut. Apa syarat?	나도. 자격?	아꾸 마우 이꿋. 아빠 샤랏?	syarat = 자격	'{hobby,volunteer,charity}'		카페
l5_d18_t05	5	대화18	A	5	Cuma niat tulus.	진심.	쭈마 니앗 뚤루스.	niat = 의도, tulus = 진심	'{hobby,volunteer,charity}'		카페
l5_d18_t06	5	대화18	B	6	Anak-anak suka apa?	아이들 좋아하는 거?	아낙 아낙 수까 아빠?		'{hobby,volunteer,charity}'		카페
l5_d18_t07	5	대화18	A	7	Cerita, lagu, gambar.	이야기·노래·그림.	쩨리따, 라구, 감바르.	lagu = 노래, gambar = 그림	'{hobby,volunteer,charity}'		카페
l5_d18_t08	5	대화18	B	8	Aku bawa K-pop CD!	K-pop CD!	아꾸 바와 케이팝 시디!		'{hobby,volunteer,charity}'	B 의도 변환	카페
l5_d18_t09	5	대화18	A	9	Hahaha, anak-anak akan suka.	하하, 아이들 좋아할 듯.	하하하, 아낙 아낙 아깐 수까.		'{hobby,volunteer,charity}'		카페
l5_d18_t10	5	대화18	B	10	Plus mainan baru.	+ 새 장난감.	플러스 마이난 바루.	mainan = 장난감	'{hobby,volunteer,charity}'		카페
l5_d18_t11	5	대화18	A	11	Sweet kamu. Sabtu ini ya.	sweet. 이번 토.	스윗 까무. 삽뚜 이니 야.		'{hobby,volunteer,charity}'		카페
l5_d18_t12	5	대화18	B	12	Pasti, jam berapa?	꼭, 몇 시?	빠스띠, 잠 브라빠?		'{hobby,volunteer,charity}'		카페
l5_d19_t01	5	대화19	A	1	Mau hiking Gede Pangrango weekend?	Gede Pangrango 등산 주말?	마우 하이킹 그데 빵랑오 위켄드?	hiking = 영어	'{hobby,hiking,nature}'	서자바 산	등산 Gede Pangrango
l5_d19_t02	5	대화19	B	2	Tinggi berapa?	높이?	띵기 브라빠?		'{hobby,hiking,nature}'		WhatsApp
l5_d19_t03	5	대화19	A	3	2958m. Susah tapi worth it.	2958m. 어렵지만 worth it.	두아 리부 슴빌란 라뚜스 리마 뿔루 들라빤 메떠르. 수사 따삐 워스 잇.		'{hobby,hiking,nature}'		WhatsApp
l5_d19_t04	5	대화19	B	4	Sunrise dari puncak gimana?	정상 일출?	선라이즈 다리 뿐짝 기마나?	puncak = 정상	'{hobby,hiking,nature}'		WhatsApp
l5_d19_t05	5	대화19	A	5	Spektakuler. Awan dibawah.	경이로움. 구름 아래.	스뻭따꿀러르. 아완 디바와.	awan = 구름	'{hobby,hiking,nature}'		WhatsApp
l5_d19_t06	5	대화19	B	6	Bawa apa?	뭘 가져가?	바와 아빠?		'{hobby,hiking,nature}'		WhatsApp
l5_d19_t07	5	대화19	A	7	Tenda + sleeping bag + headlamp.	텐트 + 침낭 + 헤드램프.	뜬다 + 슬리핑 백 + 헤드램프.	tenda = 텐트	'{hobby,hiking,nature}'		WhatsApp
l5_d19_t08	5	대화19	B	8	Camping dimana?	캠핑 어디?	캠핑 디마나?		'{hobby,hiking,nature}'		WhatsApp
l5_d19_t09	5	대화19	A	9	Surya Kencana, padang savana.	Surya Kencana, 사바나.	수르야 끈짜나, 빠당 사바나.	padang savana = 사바나 평원	'{hobby,hiking,nature}'	Gede 명소	WhatsApp
l5_d19_t10	5	대화19	B	10	Wah, kayak Africa.	와, 아프리카 같음.	와, 까야 아프리카.		'{hobby,hiking,nature}'		WhatsApp
l5_d19_t11	5	대화19	A	11	Cuaca dingin malam, 5 derajat.	밤 5도, 추워.	쭈아짜 딩인 말람, 리마 드라잣.		'{hobby,hiking,nature}'		WhatsApp
l5_d19_t12	5	대화19	B	12	Aku siap jaket double.	잠바 더블.	아꾸 시압 자껫 더블.		'{hobby,hiking,nature}'		WhatsApp
l5_d20_t01	5	대화20	A	1	Hari ini photowalk Kota Tua?	오늘 Kota Tua 포토워크?	하리 이니 포또워크 꼬따 뚜아?	photowalk = 영어	'{hobby,photography}'	자카르타 옛 시가지	Kota Tua 사진
l5_d20_t02	5	대화20	B	2	Boleh! Aku bawa kamera mirrorless.	응! 미러리스.	볼레! 아꾸 바와 까메라 미러리스.	mirrorless = 영어	'{hobby,photography}'		카페
l5_d20_t03	5	대화20	A	3	Aku pakai lensa fix 35mm.	35mm 단렌즈.	아꾸 빠까이 렌사 픽스 띠가 뿔루 리마 메메.	lensa = 렌즈	'{hobby,photography}'		카페
l5_d20_t04	5	대화20	B	4	Tema apa hari ini?	오늘 테마?	떼마 아빠 하리 이니?		'{hobby,photography}'		카페
l5_d20_t05	5	대화20	A	5	Kontras kolonial vs modern.	식민지 vs 모던 대비.	꼰트라스 꼴로니알 vs 모데른.	kontras = 대비	'{hobby,photography}'	Kota Tua 특징	카페
l5_d20_t06	5	대화20	B	6	Setting kamera apa cocok?	카메라 셋팅?	세팅 까메라 아빠 쪼쪽?		'{hobby,photography}'		카페
l5_d20_t07	5	대화20	A	7	Aperture besar, biar bokeh.	조리개 크게, 보케.	어퍼춰 브사르, 비아르 보께.	aperture = 영어, bokeh = 영어	'{hobby,photography}'		카페
l5_d20_t08	5	대화20	B	8	Aku belajar editing Lightroom.	Lightroom 편집 공부.	아꾸 블라자르 에디팅 라이트룸.	editing = 영어	'{hobby,photography}'		카페
l5_d20_t09	5	대화20	A	9	Mantap! Sharing tips ya.	좋다! tips 공유.	만땁! 셰어링 띱스 야.	tips = 영어	'{hobby,photography}'		카페
l5_d20_t10	5	대화20	B	10	Pasti. Aku ada preset moody.	응. moody preset.	빠스띠. 아꾸 아다 프리셋 무디.	preset = 영어	'{hobby,photography}'		카페
l5_d20_t11	5	대화20	A	11	Setelah hunting, kopi di Batavia.	사진 후 Batavia 커피.	스뜰라 헌팅, 꼬삐 디 바따비아.	hunting = 영어	'{hobby,photography}'	Kota Tua 카페	카페
l5_d20_t12	5	대화20	B	12	Mantap, antik vibe.	좋다, 앤틱 분위기.	만땁, 안띡 바이브.		'{hobby,photography}'		카페
l5_d21_t01	5	대화21	A	1	Aku mau coba bikin kimchi sendiri.	김치 직접.	아꾸 마우 쪼바 비낀 김치 슨디리.	bikin = 만들다 (구어)	'{hobby,korean_food,cooking}'	한식 만들기	한식 요리 김치
l5_d21_t02	5	대화21	B	2	Wah, ribet kah?	와, 까다로워?	와, 리벳 까?	ribet = 까다로운	'{hobby,korean_food,cooking}'		카페
l5_d21_t03	5	대화21	A	3	Awal ribet, tapi belajar dari YouTube.	초반 까다, YouTube 보고.	아왈 리벳, 따삐 블라자르 다리 유튜브.		'{hobby,korean_food,cooking}'		카페
l5_d21_t04	5	대화21	B	4	Bahan dimana beli?	재료 어디?	바한 디마나 블리?		'{hobby,korean_food,cooking}'		카페
l5_d21_t05	5	대화21	A	5	Lottemart, gochugaru complete.	Lottemart, 고추가루 다.	롯데마트, 고추가루 컴플리트.	gochugaru = 한국어	'{hobby,korean_food,cooking}'		카페
l5_d21_t06	5	대화21	B	6	Berapa lama fermentasi?	발효 얼마?	브라빠 라마 페르멘따시?	fermentasi = 발효	'{hobby,korean_food,cooking}'		카페
l5_d21_t07	5	대화21	A	7	3 hari di kulkas.	냉장 3일.	띠가 하리 디 꿀까스.	kulkas = 냉장고	'{hobby,korean_food,cooking}'		카페
l5_d21_t08	5	대화21	B	8	Aku mau coba juga!	나도!	아꾸 마우 쪼바 주가!		'{hobby,korean_food,cooking}'		카페
l5_d21_t09	5	대화21	A	9	Kita class bareng minggu depan.	다음 주 같이 수업.	끼따 클래스 바릉 밍구 드빤.		'{hobby,korean_food,cooking}'		카페
l5_d21_t10	5	대화21	B	10	Plus Korean BBQ.	+ 한식 BBQ.	플러스 코리안 바비큐.		'{hobby,korean_food,cooking}'		카페
l5_d21_t11	5	대화21	A	11	Wajib! Pakai daging samgyeopsal.	필수! 삼겹살.	와집! 빠까이 다깅 삼겹살.	samgyeopsal = 한국어	'{hobby,korean_food,cooking}'		카페
l5_d21_t12	5	대화21	B	12	Aku ngiler!	침 흘려!	아꾸 응일러르!	ngiler = 침 흘리다 (구어)	'{hobby,korean_food,cooking}'		카페
l5_d22_t01	5	대화22	A	1	Lisa BLACKPINK fan meeting Jakarta!	Lisa BLACKPINK 자카르타 팬미팅!	리사 블랙핑크 팬 미팅 자카르타!		'{kpop,fanmeeting}'	K-pop 자카르타 행사	Lisa 팬미팅
l5_d22_t02	5	대화22	B	2	Beneran?! Kapan?	진짜?! 언제?	브너란?! 까빤?		'{kpop,fanmeeting}'		WhatsApp
l5_d22_t03	5	대화22	A	3	Bulan depan, di ICE BSD.	다음 달, ICE BSD.	불란 드빤, 디 아이스 베에스데.		'{kpop,fanmeeting}'	자카르타 행사장	WhatsApp
l5_d22_t04	5	대화22	B	4	Ticket war pasti.	티켓 전쟁.	띠껫 워르 빠스띠.		'{kpop,fanmeeting}'		WhatsApp
l5_d22_t05	5	대화22	A	5	Open jam 10 pagi besok.	내일 10시 오픈.	오픈 잠 스뿔루 빠기 베속.		'{kpop,fanmeeting}'		WhatsApp
l5_d22_t06	5	대화22	B	6	Aku siap 5 device.	5 기기 준비.	아꾸 시압 리마 디바이스.		'{kpop,fanmeeting}'	티켓팅 전략	WhatsApp
l5_d22_t07	5	대화22	A	7	Backup payment juga.	결제 백업.	백업 페이먼트 주가.	backup payment = 영어	'{kpop,fanmeeting}'		WhatsApp
l5_d22_t08	5	대화22	B	8	Pakai 3 e-wallet siaga.	전자지갑 3개 대기.	빠까이 띠가 이 월렛 시아가.	siaga = 대기	'{kpop,fanmeeting}'		WhatsApp
l5_d22_t09	5	대화22	A	9	Kategori VIP berapa?	VIP 가격?	까떼고리 비아이피 브라빠?		'{kpop,fanmeeting}'		WhatsApp
l5_d22_t10	5	대화22	B	10	5 juta. Hi-touch + photo.	500만. Hi-touch + 사진.	리마 주따. 하이 터치 + 포또.	hi-touch = K-pop 팬미팅 용어	'{kpop,fanmeeting}'		WhatsApp
l5_d22_t11	5	대화22	A	11	Worth it sekali seumur hidup!	평생 한 번!	워스 잇 스깔리 스우무르 히둡!		'{kpop,fanmeeting}'		WhatsApp
l5_d22_t12	5	대화22	B	12	Bismillah, semoga dapat!	bismillah, 잘되길!	비스밀라, 스모가 다빳!		'{kpop,fanmeeting}'	인니 일상 종교어	WhatsApp
l5_d23_t01	5	대화23	A	1	Aku join coding bootcamp 12 minggu.	12주 코딩 부트캠프.	아꾸 조인 코딩 부트캠프 두아 블라스 밍구.	bootcamp = 영어	'{hobby,study,coding}'	Hacktiv8 등	코딩 부트캠프
l5_d23_t02	5	대화23	B	2	Wah, full time?	와, 풀타임?	와, 풀 타임?		'{hobby,study,coding}'		카페
l5_d23_t03	5	대화23	A	3	Iya, 9-5 senin sampai jumat.	월~금 9-5.	이야, 슴빌란 리마 스닌 삼빠이 주맛.		'{hobby,study,coding}'		카페
l5_d23_t04	5	대화23	B	4	Belajar apa?	뭐 배워?	블라자르 아빠?		'{hobby,study,coding}'		카페
l5_d23_t05	5	대화23	A	5	Full-stack JavaScript, React, Node.	Full-stack JS, React, Node.	풀 스택 자바스크립트, 리액트, 노드.		'{hobby,study,coding}'		카페
l5_d23_t06	5	대화23	B	6	Susah?	어려워?	수사?		'{hobby,study,coding}'		카페
l5_d23_t07	5	대화23	A	7	Otak panas tiap hari.	매일 머리 뜨거워.	오딱 빠나스 띠압 하리.	otak = 뇌	'{hobby,study,coding}'		카페
l5_d23_t08	5	대화23	B	8	Setelah lulus, kerja apa?	졸업 후 일?	스뜰라 룰루스, 끄르자 아빠?	lulus = 졸업	'{hobby,study,coding}'		카페
l5_d23_t09	5	대화23	A	9	Junior dev, 8-15 juta gaji.	주니어 개발, 800-1500만 월급.	주니어 데브, 들라빤 리마 블라스 주따 가지.	gaji = 월급	'{hobby,study,coding}'	인니 IT 시장	카페
l5_d23_t10	5	대화23	B	10	Mantap! Investasi otak.	좋다! 두뇌 투자.	만땁! 인베스따시 오딱.	investasi = 투자	'{hobby,study,coding}'		카페
l5_d23_t11	5	대화23	B	11	Aku doain semoga lancar.	잘되길 기도.	아꾸 도아인 스모가 란짜르.		'{hobby,study,coding}'		카페
l5_d23_t12	5	대화23	A	12	Aamiin, makasih dukungan.	아민, 응원 감사.	아민, 마까시 두꿍안.	dukungan = 응원	'{hobby,study,coding}'		카페
l5_d24_t01	5	대화24	A	1	Pekan Raya Jakarta buka!	자카르타 페어 오픈!	쁘깐 라야 자카르타 부까!	Pekan Raya = 자카르타 연례 박람회	'{hobby,festival,jakarta}'	PRJ 자카르타	PRJ Jakarta Fair
l5_d24_t02	5	대화24	B	2	Kemayoran ya?	Kemayoran?	끄마요란 야?		'{hobby,festival,jakarta}'	PRJ 위치	WhatsApp
l5_d24_t03	5	대화24	A	3	Iya, sebulan penuh.	응, 한 달.	이야, 스불란 쁘누.		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t04	5	대화24	B	4	Live music siapa?	라이브 음악?	라이브 무식 시아빠?		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t05	5	대화24	A	5	Tulus, NOAH, RAN.	Tulus, NOAH, RAN.	뚤루스, 노아, 란.		'{hobby,festival,jakarta}'	인니 가수	WhatsApp
l5_d24_t06	5	대화24	B	6	Mantap line-up!	라인업 좋다!	만땁 라인 업!		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t07	5	대화24	A	7	Plus kuliner 1000 booth.	음식 1000 부스.	플러스 꿀리네르 스리부 부스.		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t08	5	대화24	B	8	Wah, makan apa duluan?	뭐 먼저 먹어?	와, 마깐 아빠 둘루안?		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t09	5	대화24	A	9	Kerak telor, must-try.	크락 떨로르, 필수.	끄락 뜰로르, 머스트 트라이.	kerak telor = Betawi 음식	'{hobby,festival,jakarta}'	PRJ 명물	WhatsApp
l5_d24_t10	5	대화24	B	10	Pasti. Berapa lama main?	꼭. 얼마나?	빠스띠. 브라빠 라마 마인?		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t11	5	대화24	A	11	Sampai jam 11 malam.	11시까지.	삼빠이 잠 스블라스 말람.		'{hobby,festival,jakarta}'		WhatsApp
l5_d24_t12	5	대화24	B	12	Naik MRT ke Kemayoran ya.	MRT Kemayoran.	나익 엠알띠 끄 끄마요란 야.		'{hobby,festival,jakarta}'		WhatsApp
l6_d45_t01	6	대화45	A	1	Hujan deras lagi.	비 또 강해.	후잔 드라스 라기.		'{intimate,deep_talk,emotional}'	비 오는 날 깊은 대화	비 오는 날 침대
l6_d45_t02	6	대화45	B	2	Aku suka hari kayak gini.	이런 날 좋아.	아꾸 수까 하리 까야 기니.		'{intimate,deep_talk,emotional}'		집
l6_d45_t03	6	대화45	A	3	Mau cerita rahasia?	비밀 얘기?	마우 쩨리따 라하시아?		'{intimate,deep_talk,emotional}'	depth 시작	집
l6_d45_t04	6	대화45	B	4	Apa? Aku siap dengar.	뭐? 들을게.	아빠? 아꾸 시압 등아르.		'{intimate,deep_talk,emotional}'		집
l6_d45_t05	6	대화45	A	5	Aku takut kehilangan kamu.	너 잃을까 무서워.	아꾸 따꿋 끄힐랑안 까무.	kehilangan = 잃다	'{intimate,deep_talk,emotional}'	vulnerable	집
l6_d45_t06	6	대화45	B	6	Aku selalu di sini, sayang.	항상 여기 있어, 자기.	아꾸 슬랄루 디 시니, 사양.		'{intimate,deep_talk,emotional}'	reassurance	집
l6_d45_t07	6	대화45	A	7	Tapi orang berubah, bukan?	근데 사람 변해, 그치?	따삐 오랑 브르우바, 부깐?	berubah = 변하다	'{intimate,deep_talk,emotional}'		집
l6_d45_t08	6	대화45	B	8	Iya, tapi cinta kita tumbuh.	응, 근데 우리 사랑 자라.	이야, 따삐 친따 끼따 뚬부.	tumbuh = 자라다	'{intimate,deep_talk,emotional}'	wisdom	집
l6_d45_t09	6	대화45	A	9	Kamu bijak banget.	너 현명.	까무 비작 방엣.	bijak = 현명한	'{intimate,deep_talk,emotional}'		집
l6_d45_t10	6	대화45	B	10	Aku belajar dari kamu.	너에게 배움.	아꾸 블라자르 다리 까무.		'{intimate,deep_talk,emotional}'		집
l6_d45_t11	6	대화45	A	11	Peluk aku erat.	꽉 안아.	쁠룩 아꾸 에랏.	erat = 단단히	'{intimate,deep_talk,emotional}'		집
l6_d45_t12	6	대화45	B	12	Selalu, sampai pagi.	아침까지.	슬랄루, 삼빠이 빠기.		'{intimate,deep_talk,emotional}'		집
l6_d45_t13	6	대화45	A	13	Hujan jadi soundtrack kita.	비가 우리 OST.	후잔 자디 사운드트랙 끼따.	soundtrack = 영어	'{intimate,deep_talk,emotional}'	sweet poetic	집
l6_d46_t01	6	대화46	A	1	Aku harus berangkat kerja.	출근해야.	아꾸 하루스 브랑깟 끄르자.		'{intimate,morning,sweet}'	morning routine	morning kiss 출근
l6_d46_t02	6	대화46	B	2	Sebentar lagi, peluk dulu.	잠깐, 안고.	스븐따르 라기, 쁠룩 둘루.		'{intimate,morning,sweet}'		침대
l6_d46_t03	6	대화46	A	3	Telat nanti meeting.	회의 늦어.	뜰랏 난띠 미팅.		'{intimate,morning,sweet}'		침대
l6_d46_t04	6	대화46	B	4	Cuma 5 menit.	5분만.	쭈마 리마 므닛.		'{intimate,morning,sweet}'		침대
l6_d46_t05	6	대화46	A	5	Cium dulu deh.	키스 먼저.	찌움 둘루 데.		'{intimate,morning,sweet}'	sweet ritual	침대
l6_d46_t06	6	대화46	B	6	Cium pipi atau bibir?	볼? 입술?	찌움 삐삐 아따우 비비르?	pipi = 볼	'{intimate,morning,sweet}'	playful	침대
l6_d46_t07	6	대화46	A	7	Dua-duanya.	둘 다.	두아 두아냐.		'{intimate,morning,sweet}'		침대
l6_d46_t08	6	대화46	B	8	Hahaha greedy.	하하 욕심.	하하하 그리디.	greedy = 영어	'{intimate,morning,sweet}'		침대
l6_d46_t09	6	대화46	A	9	Kamu yang spoil aku.	네가 응석.	까무 양 스포일 아꾸.	spoil = 영어	'{intimate,morning,sweet}'		침대
l6_d46_t10	6	대화46	B	10	Tetap jangan telat.	그래도 늦지 마.	뜨땁 장안 뜰랏.		'{intimate,morning,sweet}'		침대
l6_d46_t11	6	대화46	A	11	Pulang aku bawa bunga.	귀가 시 꽃.	뿔랑 아꾸 바와 붕아.		'{intimate,morning,sweet}'	sweet promise	침대
l6_d46_t12	6	대화46	B	12	Sweet banget. Hati-hati.	sweet. 조심.	스윗 방엣. 하띠 하띠.		'{intimate,morning,sweet}'		침대
l6_d46_t13	6	대화46	A	13	I love you.	사랑해.	아이 러브 유.		'{intimate,morning,sweet}'	영어 차용 자연	침대
l6_d47_t01	6	대화47	A	1	Aku ada satu hal belum cerita.	말 안 한 거 하나.	아꾸 아다 사뚜 할 블룸 쩨리따.		'{intimate,secret,trust}'	deep trust	둘만의 비밀
l6_d47_t02	6	대화47	B	2	Apa, sayang?	뭐, 자기?	아빠, 사양?		'{intimate,secret,trust}'		집
l6_d47_t03	6	대화47	A	3	Waktu remaja aku pernah depresi.	청소년기 우울.	왁뚜 르마자 아꾸 쁘르나 데프레시.	remaja = 청소년, depresi = 우울	'{intimate,secret,trust}'	vulnerable	집
l6_d47_t04	6	대화47	B	4	Aku nggak tahu. Sekarang gimana?	몰랐어. 지금은?	아꾸 응각 따후. 스까랑 기마나?		'{intimate,secret,trust}'		집
l6_d47_t05	6	대화47	A	5	Sembuh, tapi sesekali down.	나았지만 가끔 down.	슴부, 따삐 스스깔리 다운.	sembuh = 낫다	'{intimate,secret,trust}'		집
l6_d47_t06	6	대화47	B	6	Aku selalu di sini, no judgment.	판단 X, 항상 옆.	아꾸 슬랄루 디 시니, 노 저지먼트.		'{intimate,secret,trust}'	신뢰 핵심	집
l6_d47_t07	6	대화47	A	7	Makasih, aku merasa aman.	고마워, 안전 느껴.	마까시, 아꾸 므라사 아만.	merasa = 느끼다	'{intimate,secret,trust}'		집
l6_d47_t08	6	대화47	B	8	Aku juga mau cerita satu.	나도 하나.	아꾸 주가 마우 쩨리따 사뚜.		'{intimate,secret,trust}'		집
l6_d47_t09	6	대화47	A	9	Apa?	뭐?	아빠?		'{intimate,secret,trust}'		집
l6_d47_t10	6	대화47	B	10	Aku juga insecure soal body.	나도 몸 insecure.	아꾸 주가 인시큐어 소알 보디.	insecure = 영어, body = 영어	'{intimate,secret,trust}'	mutual vulnerability	집
